ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
DR - Direct Response,Title,paid social,7784.31,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.0900949813746692,672573335.9564999,8.959993903642285,11.3667678387418,0.0862648313205243,20.326621714731047
DR - Direct Response,Title,app,2474.31,False,False,False,Summer,app_DR - Direct Response,app_Title,0.8368371923131558,7315891.3494,7.8141209196846,7.992180742179701,0.6080451753664432,15.805559573977856
ATL - Above The Line,Title,paid social,10222.82,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.8169707218366701,127918964.4856,9.232475570828532,9.434609689377892,0.5971706758206281,18.66690753925902
DR - Direct Response,Title,app,49631.87,False,True,False,Winter,app_DR - Direct Response,app_Title,2.8843932483448635,854017572.3648001,10.812408594836176,9.753131995445097,1.3569667935903418,20.565462329251663
ATL - Above The Line,Title,paid social,2081.06,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.0956442888769496,45280390.2298,7.641113067203475,9.987797910054669,0.0913425819024049,17.628384632055973
ATL - Above The Line,Title,paid social,2081.12,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.1233948038426282,35099212.6048,7.641141884401581,9.733087056697824,0.1163551757206203,17.373689283763458
DR - Direct Response,Brand,display,54929.17,False,False,False,Winter,display_DR - Direct Response,display_Brand,25.713495927347623,117339692.95399998,10.913818021179866,7.667251840083616,3.2851689031453093,18.580583653260188
DR - Direct Response,Title,youtube,12689.4,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.3125173167161816,515238240.402,9.448601081094246,10.61164230403123,0.2719469090851252,20.06013995632354
ATL - Above The Line,Title,paid social,1360.86,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.0286143590312927,64720650.8304,7.216606691411518,10.769739781390031,0.0282126140427826,17.98559090220891
DR - Direct Response,Brand,app,8455.89,False,False,False,Spring,app_DR - Direct Response,app_Brand,0.0615127219726286,1162394922.5319,9.04273677272116,11.831137057684716,0.0596949869905599,20.873748302980857
DR - Direct Response,Title,paid social,1375.82,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.1100340862377015,17202675.435599998,7.227531771229939,9.433850256182303,0.1043907231750055,16.66057553639914
ATL - Above The Line,Brand,youtube,1370.09,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Brand,0.1189514553666155,15780778.8254,7.223361322921965,9.351758333698426,0.112392046232022,16.5743032907541
DR - Direct Response,Brand,paid social,4914.93,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,2.621114269410654,9216132.690900002,8.500236231365669,7.536966423540553,1.2867817877036003,16.036466168203653
DR - Direct Response,Brand,app,100.46,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.0048916137017771,2063166.1074,4.619664632138544,9.930041358859668,0.004879688632218,14.539752790905707
DR - Direct Response,Title,app,141.14,False,True,False,Fall,app_DR - Direct Response,app_Title,0.0020735491436582,9606958.031799998,4.956812487398749,11.128260574634652,0.0020714023078335,16.077998292971415
DR - Direct Response,Brand,display,1150.95,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.0771119612480486,17178734.415000003,7.0492114375361306,9.610906834621938,0.074283349361714,16.659182863836794
DR - Direct Response,Brand,display,510.35,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.0021566495398225,120769331.1735,6.237054287252022,12.374300391183752,0.002154327309429,18.609392938497923
DR - Direct Response,Title,display,5599.93,False,False,False,Spring,display_DR - Direct Response,display_Title,0.2627464099477034,119351644.0858,8.630687934363479,9.96712222782808,0.2332890393191827,18.597584694364212
DR - Direct Response,Brand,paid social,616.64,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.0193012620128163,19700519.5488,6.425905763452663,10.371901481377478,0.0191173553086188,16.796155617156067
DR - Direct Response,Title,paid social,248.15,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.0353229383446402,1743298.417,5.518055124727414,8.857398451626558,0.0347133957742155,14.37129009230803
ATL - Above The Line,Title,youtube,44748.54,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Title,1.2168874131664718,1645535823.9929998,10.70883644432056,10.512544993056585,0.7961041459285375,21.221331897604443
DR - Direct Response,Title,app,242.64,False,False,False,Winter,app_DR - Direct Response,app_Title,0.0042558752002834,13833622.188,5.495691725968284,10.951051253715615,0.0042468445764953,16.442612649662696
ATL - Above The Line,Title,paid social,1188.76,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.011030065362388,128118038.3952,7.081506885093025,11.587805824470315,0.0109696778378906,18.66846257970959
DR - Direct Response,Brand,display,3879.66,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.3914431898554862,38451969.8022,8.263760521244212,9.201518574090072,0.3303414746002465,17.464920508836443
DR - Direct Response,Brand,paid social,397.71,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.0122803176807734,12880224.1287,5.988234335587697,10.385511460398376,0.0122055262652911,16.371203757424063
ATL - Above The Line,Title,paid social,6256.83,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.1289265241025176,303645211.266,8.74158875863134,10.78996216906656,0.1212672025381975,19.53137051290544
DR - Direct Response,Title,paid social,1073.97,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.0249988477862832,46138588.8966,6.9800480331956125,10.66806616221638,0.0246914884787964,17.647160248834115
DR - Direct Response,Brand,paid social,1875.76,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.1620613803935934,21710759.0288,7.537302164799113,9.356635707789213,0.1501954800928008,16.893318549477538
DR - Direct Response,Title,app,1071.9,False,False,False,Spring,app_DR - Direct Response,app_Title,0.4282238637226193,2683105.0470000003,6.978120541642701,7.825696647805259,0.3564316189434401,14.80248565415777
ATL - Above The Line,Brand,paid social,89921.2,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,2.303092331460559,3510854558.016,11.406700131020395,10.57246191039153,1.1948590998358626,21.97912530889873
DR - Direct Response,Brand,paid social,3099.27,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.1309997210316756,73324389.22199999,8.039244483454727,10.071524231218714,0.1231019504776095,18.11040385669365
DR - Direct Response,Brand,paid social,470.64,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.0301377020962685,7349664.8448,6.156215982708472,9.65613583376905,0.029692484661252,15.810165406863016
ATL - Above The Line,Brand,youtube,14016.59,False,False,True,Winter,youtube_ATL - Above The Line,youtube_Brand,0.2362954890972496,831436926.6154,9.548068248522965,10.990685949868729,0.212119399312003,20.53866599998047
DR - Direct Response,Brand,ott,350.6,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.0133033672393388,9239793.038,5.862494165811022,10.179422016248004,0.0132156545094821,16.039030153109696
DR - Direct Response,Title,app,4629.89,False,False,False,Spring,app_DR - Direct Response,app_Title,0.6306480437187053,33990244.8372,8.440504353229525,8.901431939201172,0.4889775086410946,17.34158415427927
ATL - Above The Line,Brand,display,92.39,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.0232561066473348,367039.6008,4.536784273121627,8.287457962652633,0.0229898042663714,12.813227749800618
DR - Direct Response,Brand,app,288.84,False,True,False,Winter,app_DR - Direct Response,app_Brand,0.0325094543490005,2566285.632,5.669329046586822,9.092209775927683,0.0319922025656078,14.757970521738486
DR - Direct Response,Title,ott,4530.67,False,False,False,Spring,ott_DR - Direct Response,ott_Title,0.0149060920183792,1377086001.0518,8.418845803962737,12.624613689743716,0.0147960880345581,21.043235510844152
DR - Direct Response,Brand,pmax,12042.94,False,False,False,Summer,pmax_DR - Direct Response,pmax_Brand,0.2115818399577361,685467164.2545999,9.396316907855573,10.949394849085786,0.1919268115787027,20.345611156847312
DR - Direct Response,Brand,app,4326.91,True,False,False,Summer,app_DR - Direct Response,app_Brand,0.1298979947799553,144129631.7146,8.372840025485702,10.413644752957,0.1221273585434237,18.786223679763523
DR - Direct Response,Brand,app,220.2,False,False,False,Spring,app_DR - Direct Response,app_Brand,0.0024772898224338,19573018.692,5.39906726964818,11.395137604302205,0.0024742263982849,16.78966262956396
ATL - Above The Line,Brand,youtube,866.06,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Brand,0.0513844357477994,14597025.5912,6.765108178538294,9.73243347857168,0.0501078059341186,16.496328407800444
ATL - Above The Line,Brand,ott,1382.74,False,False,False,Summer,ott_ATL - Above The Line,ott_Brand,0.0281203378166217,67992423.1376,7.2325452572578,10.803104852072789,0.0277322203148711,18.03490684719268
DR - Direct Response,Title,youtube,21405.74,False,True,False,Summer,youtube_DR - Direct Response,youtube_Title,1.1012508707323825,416077496.1684001,9.9714611046936,9.875019145597491,0.7425328201284109,19.846382092145667
ATL - Above The Line,Title,paid social,5904.82,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.0305963221011614,1139578120.4394,8.683693584358892,12.170404897115851,0.0301375882089,20.85392396194761
ATL - Above The Line,Brand,paid social,5700.24,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Brand,0.0592814948541149,548109256.3127999,8.648438974023057,11.473732039444636,0.0575908432466494,20.1219851996982
DR - Direct Response,Title,youtube,1584.78,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.1033040369782014,24311999.0454,7.368831678827881,9.638344881870324,0.0983093477806028,17.006480615446158
ATL - Above The Line,Brand,youtube,935.82,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Brand,0.0117451254315689,74563620.2442,6.84249116132974,11.285752682194191,0.0116766868048002,18.12716329535159
DR - Direct Response,Brand,app,9579.44,False,True,False,Winter,app_DR - Direct Response,app_Brand,0.4754227315972607,193019106.18640003,9.16747879892899,9.910974951871871,0.3889445464235675,19.07829974293469
ATL - Above The Line,Brand,youtube,20419.85,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Brand,0.6632924689765568,628637129.9614999,9.924311716709328,10.3348344845417,0.5087990530439604,20.25906474988245
ATL - Above The Line,Brand,paid social,17056.16,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.1200182868549473,2423902236.6416,9.744325335909949,11.864384901765732,0.1133450127227703,21.60864457333422
ATL - Above The Line,Title,youtube,698.18,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.0720736902848447,6763290.6054,6.549908219813227,9.1786463818425,0.0695948012234154,15.727020253385923
DR - Direct Response,Brand,pmax,1817.38,True,True,False,Fall,pmax_DR - Direct Response,pmax_Brand,0.0537644556059691,61432223.7094,7.50570127379769,10.428323472154228,0.0523689484898638,17.93344508784167
DR - Direct Response,Brand,display,5774.59,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.1349931540169685,247019116.7169,8.661395694673722,10.663777126838015,0.1266266192120637,19.32497629126061
ATL - Above The Line,Brand,display,18474.86,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.3977895865540718,858042702.868,9.824220294124082,10.746019789643762,0.3348921221505197,20.57016442762161
ATL - Above The Line,Title,youtube,1337.24,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.0762344544114838,23456727.426000003,7.199110596800214,9.772361835381163,0.0734683324385127,16.97066793818291
DR - Direct Response,Title,youtube,2271.43,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.010165257315362,507551760.3576,7.728605022496901,12.316948861705976,0.010113938573014,20.04510925650216
DR - Direct Response,Title,youtube,366.54,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.0030776751503551,43653590.7906,5.906832156267279,11.687696840745586,0.0030729488031473,17.59179612301806
ATL - Above The Line,Launch,radio,13765.39,False,False,False,Summer,radio_ATL - Above The Line,radio_Launch,0.147603386728896,1283750773.2809,9.52998539322677,11.443149894397104,0.1376757562612688,20.9730519223468
ATL - Above The Line,Launch,digital audio,36729.26,False,False,False,Summer,digital audio_ATL - Above The Line,digital audio_Launch,0.1979609663557131,6814669401.661401,10.511356217470937,12.131019788651908,0.1806209168216345,22.64234339067047
ATL - Above The Line,Brand,digital audio,2788.63,False,False,False,Spring,digital audio_ATL - Above The Line,digital audio_Brand,0.4975032335756656,15630968.3075,7.933664249533612,8.631637325807107,0.4037992103211064,16.56476471630969
ATL - Above The Line,Launch,ooh,19432.16,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Launch,1.684852320858026,224119845.752,9.874736164248192,9.353093488500123,0.9876257249055532,19.22769149688457
ATL - Above The Line,Launch,olv,6100.01,False,False,False,Summer,olv_ATL - Above The Line,olv_Launch,0.0495486933706068,750980893.1142,8.71620961022607,11.720853200665584,0.0483602559346108,20.436890768811185
ATL - Above The Line,Title,cinema,991.11,False,False,False,Winter,cinema_ATL - Above The Line,cinema_Title,0.2362282984869719,4158261.4716,6.899833988234128,8.342020421049648,0.2120650494928977,15.240607869890754
ATL - Above The Line,Title,bvod,6097.37,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Title,1.107871460550032,33557973.3216,8.715776801338864,8.613353918493566,0.7456786518512694,17.328785077836898
ATL - Above The Line,Brand,partnership,50994.64,False,False,True,Spring,partnership_ATL - Above The Line,partnership_Brand,3.018641776237122,861464692.2336,10.83949541785589,9.734728014413598,1.3909439789334666,20.5741446301947
ATL - Above The Line,Title,bvod,2976.84,False,False,True,Spring,bvod_ATL - Above The Line,bvod_Title,0.0890650272475243,99495578.2248,7.998953484466808,10.417036065871384,0.0853195549757286,18.41562377124028
ATL - Above The Line,Title,olv,53503.49,False,False,True,Winter,olv_ATL - Above The Line,olv_Title,0.3930081289346913,7283878452.9462,10.887520854596218,11.821434492856124,0.3314655303403628,22.708929311954563
ATL - Above The Line,Title,tv,28.07,False,False,False,Summer,tv_ATL - Above The Line,tv_Title,0.0012261009683445,642626.4397,3.3697067145707846,10.0386611584899,0.0012253499203966,13.373320425810432
ATL - Above The Line,Title,ooh,14000.35,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,0.9346889099262816,209705922.517,9.546909032519888,9.61444588959325,0.6599465434929159,19.161216743050684
ATL - Above The Line,Title,digital audio,3716.01,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.0986325781785828,140001717.2328,8.220674860635306,10.536785997701903,0.0940662957544836,18.757165253589694
ATL - Above The Line,Title,cinema,1851.16,False,False,False,Summer,cinema_ATL - Above The Line,cinema_Title,0.0419250519148535,81736174.17480001,7.52410780456301,10.695462129327426,0.0410700135992398,18.219007242429136
ATL - Above The Line,Title,olv,3747.77,False,False,False,Spring,olv_ATL - Above The Line,olv_Title,0.0873282193014199,160838960.0207,8.229183065160692,10.667021199744712,0.0837235122407616,18.89591418026532
ATL - Above The Line,Brand,print,87.85,False,False,False,Fall,print_ATL - Above The Line,print_Brand,0.0038093825721506,2025951.018,4.486949554600661,10.045962333573836,0.0038021452483607,14.52155028039087
ATL - Above The Line,Title,partnership,2136.18,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Title,0.5506101050092018,8287652.098799999,7.667242482001274,8.263760521244212,0.4386484696196154,15.930277386765653
ATL - Above The Line,Title,ooh,6050.41,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,0.5509036939914592,66449837.907000005,8.708046581722364,9.304167634620336,0.4388377894177275,18.0119579188467
ATL - Above The Line,Brand,digital audio,45748.63,False,False,False,Winter,digital audio_ATL - Above The Line,digital audio_Brand,0.3993003001868083,5241511578.8737,10.73093898323927,11.6489673661294,0.3359723261059196,22.3798757631216
ATL - Above The Line,Brand,digital audio,1246.13,False,True,False,Fall,digital audio_ATL - Above The Line,digital audio_Brand,0.0374679818981777,41444451.988900006,7.128600190446843,10.41209662155868,0.0367831118254778,17.539864606438336
ATL - Above The Line,Brand,bvod,737.99,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.0369932223287699,14722406.0467,6.605284389056917,9.901000963534589,0.0363253933810652,16.504881180091
ATL - Above The Line,Title,olv,1283.83,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.0151713107975659,108640544.7026,7.158381692857625,11.345963976019949,0.0150573773630613,18.50355524479776
ATL - Above The Line,Brand,radio,16574.27,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,1.867624389826154,147088690.6004,9.71566710451415,9.091052204176494,1.0534839482701304,18.806546307024472
ATL - Above The Line,Title,olv,5748.47,True,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.2613940147119876,126417995.3673,8.656862955630077,9.99846085742265,0.232217470279749,18.65510440586606
ATL - Above The Line,Brand,ooh,1220.55,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.0385595463902413,38634850.302,7.107875823138807,10.362640020302596,0.0378347015349408,17.469665310552458
ATL - Above The Line,Title,radio,8020.41,False,False,False,Fall,radio_ATL - Above The Line,radio_Title,0.4529403758761152,142020848.6463,8.989869495881525,9.781796076367238,0.3735893485611247,18.77148443328236
ATL - Above The Line,Brand,bvod,3783.91,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.1240601010733552,115411601.0242,8.238777387517512,10.325535075939063,0.1169472207478241,18.564015444456125
ATL - Above The Line,Brand,bvod,18246.18,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.7989384373345687,416706806.2254,9.811765826523162,10.036226193516084,0.5871967338906819,19.84789343229333
ATL - Above The Line,Title,digital audio,894.32,False,True,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.1320144484907172,6058490.3512,6.797181196271423,8.821055160522011,0.1239987433839152,15.616971375104622
ATL - Above The Line,Title,digital audio,1757.85,False,False,True,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.0531513294257624,58136582.017500006,7.472415465376533,10.406489148264042,0.0517869354812091,17.878305679739057
ATL - Above The Line,Title,bvod,226.24,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Title,0.0069504265984076,7364229.644800001,5.426006727688926,10.39057934393506,0.0069263837246556,15.812145141431264
ATL - Above The Line,Title,digital audio,5419.66,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.0495438571087462,592862894.2056,8.597972858237892,11.602694502782311,0.04835564797975,20.200473724843068
ATL - Above The Line,Title,online display,5087.27,False,False,True,Summer,online display_ATL - Above The Line,online display_Title,0.244613099545564,105801022.5167,8.534693169649742,9.942622204293926,0.2188247182024963,18.47707075141257
ATL - Above The Line,Brand,online display,3205.15,False,False,False,Winter,online display_ATL - Above The Line,online display_Brand,0.3764630572537688,27288166.3275,8.07282611934887,9.04956697696981,0.319517207066578,17.12196373496962
ATL - Above The Line,Title,ctv,2079.43,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Title,0.0856727089349405,50471488.2797,7.640329882098733,10.09711124885034,0.0821998031016942,17.73691916609785
ATL - Above The Line,Launch,tv,246.78,False,False,False,Summer,tv_ATL - Above The Line,tv_Launch,0.0206202795327139,2953421.0874,5.512541255687593,9.390061049413823,0.0204105596567849,14.89847508562864
ATL - Above The Line,Title,digital audio,1486.25,False,True,False,Winter,digital audio_ATL - Above The Line,digital audio_Title,0.0296968473886755,74382948.25,7.304684056068015,10.82074581620041,0.0292644359964361,18.124737296791004
ATL - Above The Line,Brand,tv,1710.73,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.0719826069979314,40657003.8924,7.44525983398374,10.076048293851075,0.0695098377016241,17.52068170118861
ATL - Above The Line,Title,tv,746.32,False,True,False,Winter,tv_ATL - Above The Line,tv_Title,0.0048724297202021,114315356.89280002,6.616493473591637,11.939323541690216,0.0048605978522448,18.554471484505303
ATL - Above The Line,Launch,olv,2373.59,False,False,False,Summer,olv_ATL - Above The Line,olv_Launch,0.0268162171914865,210094117.5957,7.772580069987248,11.390918609030992,0.0264629638047016,19.16306617206644
ATL - Above The Line,Brand,print,6585.37,False,True,False,Fall,print_ATL - Above The Line,print_Brand,0.2785121646094155,155709888.2834,8.792757641133566,10.070941634112938,0.2456970304550442,18.863505149773747
ATL - Above The Line,Brand,print,95596.66,False,False,False,Summer,print_ATL - Above The Line,print_Brand,1.6916511268807448,5402249469.7276,11.46790362175248,10.94220580661062,0.9901548071288656,22.410081272429267
ATL - Above The Line,Brand,digital audio,4352.05,False,False,True,Fall,digital audio_ATL - Above The Line,digital audio_Brand,0.234189939203871,80875973.01099999,8.378632027817597,9.830078874280964,0.210414835197541,18.20842735412549
ATL - Above The Line,Brand,ooh,5055.18,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.1772263020410624,144193297.1466,8.528366536458806,10.258531617314109,0.1631610800098982,18.7866653056366
ATL - Above The Line,Title,bvod,2776.39,False,False,True,Winter,bvod_ATL - Above The Line,bvod_Title,0.1447111994174837,53267068.9147,7.929266916769132,9.861974173231152,0.1351523776084927,17.790828872963264
ATL - Above The Line,Title,online display,99.47,False,False,False,Winter,online display_ATL - Above The Line,online display_Title,0.0016726749784168,5915244.161400001,4.609859175474223,10.9932040574541,0.0016712776156306,15.593043501940608
ATL - Above The Line,Title,digital audio,3027.3,False,False,False,Winter,digital audio_ATL - Above The Line,digital audio_Title,0.0260878017875138,351296186.80200005,8.015756684946933,11.661722467981384,0.0257533198780422,19.67714026548916
ATL - Above The Line,Title,cinema,3540.42,False,False,False,Spring,cinema_ATL - Above The Line,cinema_Title,0.0576436508003701,217449339.2136,8.172283055640216,11.025492096501292,0.0560434627132286,19.197476462805117
ATL - Above The Line,Title,paid social,270896.65,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,3.897594439420721,18828278858.107506,12.509496353247815,11.149147497035871,1.58874415384017,23.658625771248133
DR - Direct Response,Title,ott,2244.12,False,False,True,Winter,ott_DR - Direct Response,ott_Title,0.0322523481946333,156145981.806,7.716514250863654,11.150247539135332,0.0317431606127983,18.866301914855864
ATL - Above The Line,Title,paid social,5473.01,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.1142051022230828,262281087.9464,8.60776671641664,10.777364189837744,0.1081412378644961,19.384927345197955
DR - Direct Response,Title,display,2982.84,False,False,False,Spring,display_DR - Direct Response,display_Title,0.3392181302085228,26228947.315200005,8.000966340583137,9.081856789124712,0.2920859587502361,17.082374256308018
DR - Direct Response,Title,paid social,385.21,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.00253715899578,58485394.233,5.956381262978711,11.93050555608036,0.0025339458416029,17.88428762689655
DR - Direct Response,Brand,ott,24986.88,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.1483558322254734,4208423509.6704,10.126146186296824,12.034253722487604,0.1383312082547574,22.160353951488258
DR - Direct Response,Brand,paid social,12339.26,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.5659118124435603,269047816.2846,9.420622366929477,9.98990421104911,0.4484682820899234,19.410399681191084
DR - Direct Response,Brand,app,13241.56,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.6966198976236697,251699544.948,9.491191164274946,9.85268361207962,0.5286379762631179,19.34374665616272
ATL - Above The Line,Title,youtube,615.12,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.0120720223542013,31342935.2016,6.423441749756257,10.838701701785256,0.0119997366671191,17.260499479131596
DR - Direct Response,Brand,app,39949.06,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.8339860985128812,1913613905.231,10.59538545307064,10.776919842738376,0.6064917939325256,21.372259388746336
DR - Direct Response,Brand,ott,252.88,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.0112321771137728,5693312.5032,5.5368617144382695,10.021932147091936,0.0111695646258774,15.554802974606028
DR - Direct Response,Title,paid social,9159.76,False,True,False,Winter,paid social_DR - Direct Response,paid social_Title,1.164047279857769,72077143.8664,9.122684423658717,8.970799364185433,0.7719802091086726,18.093247559858305
ATL - Above The Line,Title,youtube,165562.98,False,False,True,Spring,youtube_ATL - Above The Line,youtube_Title,4.419617452102765,6202143204.371401,12.01711298519682,10.531080496293953,1.6900252321677656,22.54816074755019
DR - Direct Response,Title,youtube,531.31,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.0110848188616545,25466389.6292,6.277226026400897,10.777545294904632,0.0110238325248543,17.052870126242354
ATL - Above The Line,Brand,display,1142.65,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.0200139562598764,65236927.94900001,7.041980181073368,10.952448356204496,0.0198163098102957,17.993536261479132
DR - Direct Response,Brand,paid social,3801.53,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.0971385555637607,148773370.7489,8.243421913648676,10.574801360231175,0.0927054773864676,18.81793471104881
DR - Direct Response,Brand,ott,1279.85,False,True,False,Winter,ott_DR - Direct Response,ott_Brand,0.0609309918490486,26883134.0635,7.155279199021725,9.952559105683395,0.0591468168465332,17.107009698644898
ATL - Above The Line,Title,paid social,193.31,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.0025873551932345,14442839.6216,5.269454821862936,11.221427588255114,0.0025840137522087,16.485709391029687
DR - Direct Response,Brand,paid social,3594.08,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.1220358826403576,105849286.0208,8.187321523036896,10.290517438024064,0.1151447875520101,18.47752681977187
DR - Direct Response,Title,ott,466.75,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.0269888950888017,8072044.512500001,6.147933965154199,9.758181394360545,0.026631117926716,15.903917479317329
ATL - Above The Line,Title,paid social,7466.12,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.3246157478281399,171719789.4044,8.918264661617698,10.043287320282856,0.2811224157404389,18.96137458075385
DR - Direct Response,Title,app,604.08,False,False,False,Fall,app_DR - Direct Response,app_Title,0.126243986441018,2890534.8816000004,6.405360680693999,8.47345444731458,0.1188881904731195,14.876952469058478
DR - Direct Response,Brand,ott,52101.64,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,2.268913037608772,1196423505.7464,10.860970898242716,10.04169437329276,1.184457525249586,20.90260253242608
DR - Direct Response,Title,youtube,772.39,False,True,False,Winter,youtube_DR - Direct Response,youtube_Title,0.0140456201247028,42474900.1328,6.65078344916977,10.91495245496577,0.0139478944180081,17.564423897863293
DR - Direct Response,Brand,paid social,1775.71,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.0458086613663374,68832965.42729999,7.482518618438246,10.56526351191513,0.0447904247861126,18.04719335132905
DR - Direct Response,Brand,app,13790.04,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.1088319602315438,1747328659.6788,9.531774384912447,11.749659999043434,0.1033071732007413,21.28135397901272
ATL - Above The Line,Brand,paid social,344.31,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.0162585924141679,7291490.744100001,5.8444425643009605,9.960723380046227,0.0161278368642312,15.802218711871522
DR - Direct Response,Brand,youtube,4787.94,False,False,False,Winter,youtube_DR - Direct Response,youtube_Brand,0.1065273280061585,215197075.461,8.474064371552494,10.71323150986997,0.1012265779049859,19.187064800941226
ATL - Above The Line,Brand,display,33614.31,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.5505470369921482,2052362034.222,10.422736896934094,11.01956640870287,0.4386077957587471,21.442257179113
DR - Direct Response,Title,youtube,174.47,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.0006036281278459,50428035.8979,5.167468088123044,12.574308498881472,0.0006034460176684,17.73605786602772
DR - Direct Response,Brand,app,4431.77,False,False,False,Winter,app_DR - Direct Response,app_Brand,0.1390276780451292,141271044.7953,8.396779949798782,10.36966794501742,0.1301749844728082,18.76619091367279
