ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
DR - Direct Response,Title,youtube,3107.16,False,True,False,Winter,youtube_DR - Direct Response,youtube_Title,0.2006496399857931,48115926.18,8.041786190213966,9.64772395565262,0.1828627769627208,17.689123806669066
DR - Direct Response,Title,paid social,331.19,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.0250145771713943,4384915.8572,5.805707094378127,9.49106429253908,0.0247068341198736,15.293681222878902
ATL - Above The Line,Title,paid social,6122.03,False,True,False,Winter,paid social_ATL - Above The Line,paid social_Title,2.518939269256089,14878981.712,8.719812351024991,7.796222502121694,1.2581596002354525,16.51546021890312
ATL - Above The Line,Brand,display,15742.78,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.4953767234822799,500296260.1598,9.664200645617168,10.366605341203208,0.4023781640501244,20.03071100323403
DR - Direct Response,Brand,display,1485.94,False,False,True,Spring,display_DR - Direct Response,display_Brand,0.0211070183243589,104610592.0632,7.304475595948707,11.161966723799027,0.0208873508535101,18.465755376582145
ATL - Above The Line,Title,youtube,28.86,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Title,0.0003776032347748,2205753.3498,3.3965197921110444,11.244136194284168,0.000377531960615,14.60658011711006
DR - Direct Response,Title,paid social,4547.76,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.3950764002366413,52349674.65840001,8.422609947330109,9.35115306646576,0.3329491809683859,17.77345629962457
DR - Direct Response,Brand,app,6985.61,False,False,False,Spring,app_DR - Direct Response,app_Brand,0.8892409333350306,54876856.477,8.851750739046954,8.969121949934442,0.6361751258255466,17.820602278025916
DR - Direct Response,Title,app,6588.27,False,False,True,Summer,app_DR - Direct Response,app_Title,0.2338531513508832,185609222.4636,8.793197847460823,10.246143487766114,0.2101419162551067,19.039154072467376
DR - Direct Response,Brand,paid social,29551.8,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.4665953106159203,1871662366.446,10.293933772998436,11.05620869318689,0.3829435992197844,21.350092839464825
DR - Direct Response,Brand,pmax,459.44,False,False,False,Winter,pmax_DR - Direct Response,pmax_Brand,0.0142678931721622,14794413.6568,6.132182554046861,10.379782909785296,0.0141670647256474,16.509760279451495
ATL - Above The Line,Brand,display,10841.0,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.2941934713527038,399489765.9,9.291182759820284,10.514635320657094,0.2578876990855014,19.80569870807408
ATL - Above The Line,Brand,display,27331.31,False,False,False,Spring,display_ATL - Above The Line,display_Brand,0.3154051833370646,2368383735.5260005,10.215824797853031,11.369696920868506,0.2741447423799077,21.585473591737145
DR - Direct Response,Title,display,128.11,False,False,False,Spring,display_DR - Direct Response,display_Title,0.0097528036170104,1682815.8081,4.860664754186628,9.483165880170665,0.0097055520032205,14.335979618823092
DR - Direct Response,Title,app,5654.82,False,True,False,Winter,app_DR - Direct Response,app_Title,0.2557522340024259,125031123.8028,8.640440382458962,10.003854923167216,0.2277347826648904,18.64407326269401
ATL - Above The Line,Brand,paid social,1278.23,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Brand,0.00899845124956,181572571.5,7.154013613402346,11.863941427032282,0.008958206434278,19.017165980235927
DR - Direct Response,Brand,paid social,2741.16,False,False,True,Summer,paid social_DR - Direct Response,paid social_Brand,0.1211287247891528,62032834.5624,7.916501209988072,10.027082112966376,0.1143359678179124,17.94317440866285
DR - Direct Response,Title,youtube,5948.23,False,False,True,Fall,youtube_DR - Direct Response,youtube_Title,0.7691570633508503,46000279.81119999,8.691017078400545,8.953438362196247,0.570503197754646,17.64415805902604
DR - Direct Response,Title,ott,1317.94,False,False,True,Winter,ott_DR - Direct Response,ott_Title,0.0935504730618447,18567151.8994,7.184583662675835,9.553150339826606,0.08942971741912,16.73690460436405
DR - Direct Response,Brand,app,937.88,False,False,False,Winter,app_DR - Direct Response,app_Brand,0.0871758025522169,10090172.6012,6.844687675514562,9.283543434822947,0.0835833269406464,16.12707259745433
DR - Direct Response,Title,paid social,3377.63,False,False,False,Winter,paid social_DR - Direct Response,paid social_Title,0.0856282858827651,133231493.5338,8.125225580866717,10.582694518231085,0.0821588847285275,18.70759873357069
ATL - Above The Line,Title,youtube,446.21,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.0397549538890289,5008265.5021,6.103028282950449,9.325899603478655,0.0389850641296818,15.426600405621748
DR - Direct Response,Brand,paid social,447.35,False,True,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0123643029156095,16185467.4595,6.105574177398057,10.496310679809026,0.012288489205088,16.599624388976746
DR - Direct Response,Brand,display,10824.52,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.821518126567215,142626473.4048,9.289661588668457,9.486246377933307,0.599670288867537,18.77573970372533
DR - Direct Response,Brand,paid social,399.29,False,True,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.1218435980921982,1308501.2803000002,5.992189284422439,8.095010113560212,0.1149734017442773,14.08439374363328
ATL - Above The Line,Title,youtube,10572.32,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.2819626696138679,396414001.6672,9.26608912604583,10.532001807502542,0.2483922392085782,19.797969684385517
DR - Direct Response,Brand,app,7319.32,False,True,False,Winter,app_DR - Direct Response,app_Brand,0.2287619919769591,234184205.162,8.898409321846842,10.37337711277624,0.2060071519245631,19.2716185694585
DR - Direct Response,Title,paid social,140.92,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.0030410492008182,6530129.928399999,4.955263518561269,10.743766624469178,0.0030364345638889,15.691937551342576
DR - Direct Response,Brand,display,934.74,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0665921482048246,13120749.084600002,6.841337660112421,9.549508257782549,0.0644686576391968,16.38970551092833
DR - Direct Response,Brand,paid social,27410.45,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,2.1730215205668637,345754868.091,10.218716088298969,9.442640275659713,1.154684294981734,19.66124061110268
DR - Direct Response,Brand,paid social,540.37,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0131038146973115,22283567.3157,6.294102963749818,10.627130232422225,0.0130187024413576,16.919360117995698
ATL - Above The Line,Brand,paid social,1373.37,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Brand,0.0108566257733261,173732170.2231,7.225750723285127,11.748010472442193,0.0107981157120329,18.973025425478628
DR - Direct Response,Brand,display,7312.32,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.262285015149238,203862289.8528,8.897452622005392,10.235675266542026,0.2329235826369294,19.13295527902392
DR - Direct Response,Title,app,13060.17,False,False,False,Winter,app_DR - Direct Response,app_Title,0.3094461838389687,551204213.6466,9.477398985341525,10.65031719614587,0.269604287396408,20.12761592394545
ATL - Above The Line,Brand,display,2016.77,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.1009998978367431,40270944.0308,7.609748220186085,9.901938353146198,0.0962187649492062,17.511140799917566
DR - Direct Response,Title,app,1080.05,False,False,True,Fall,app_DR - Direct Response,app_Title,0.1842566781423692,6330885.882999999,6.98568807003856,8.676358704492985,0.1691153019380761,15.660950892205058
DR - Direct Response,Title,app,41385.87,False,False,False,Spring,app_DR - Direct Response,app_Title,0.5688905280240567,3010755411.2493,10.63071895975233,11.19477580011886,0.4503686995028712,21.8254568517448
ATL - Above The Line,Brand,paid social,73279.65,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,1.068726688032552,5024584081.4625,11.202051869396008,11.135584878587704,0.7269332914549962,22.33760851780675
ATL - Above The Line,Title,youtube,18585.67,False,False,False,Winter,youtube_ATL - Above The Line,youtube_Title,0.3304854698325742,1045211244.9116,9.830199936106307,10.937356499092283,0.285543890543636,20.76748485113149
DR - Direct Response,Brand,pmax,3704.44,False,False,False,Fall,pmax_DR - Direct Response,pmax_Brand,0.1612723328467585,85091320.1996,8.217557289113511,10.041991747757102,0.1495162426912388,18.25923560478946
DR - Direct Response,Brand,paid social,738.3,False,True,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0147143760829505,37044512.586,6.605703792563054,10.82330047421076,0.0146071700185921,17.427630817391716
ATL - Above The Line,Brand,display,709.33,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.0104981830608553,47927250.4569,6.56572965078693,11.12088874117982,0.0104434598004024,17.685194824548905
DR - Direct Response,Brand,display,8155.39,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0582500687646497,1141807854.6967,9.006556948108749,11.849451485859328,0.0566166653984826,20.855878681569468
DR - Direct Response,Brand,app,6758.14,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.0909524140851928,502157713.11820006,8.818650942009084,11.21593527273693,0.0870510891125197,20.034424799864656
DR - Direct Response,Brand,paid social,39862.93,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,1.356288397985927,1171618949.5867,10.5932271839894,10.288484271778051,0.8570876683088509,20.88165234775008
ATL - Above The Line,Title,youtube,10273.9,False,False,True,Winter,youtube_ATL - Above The Line,youtube_Title,1.3841581463902275,76257920.01099999,9.237459306956978,8.91240457598566,0.8688460835760122,18.149631850167896
ATL - Above The Line,Brand,display,210.65,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.0065364303984197,6788632.2955,5.354933966966933,10.380593090919056,0.0065151605727554,15.730760197316185
DR - Direct Response,Title,app,21206.74,False,False,False,Summer,app_DR - Direct Response,app_Title,0.5946938202066017,756230863.9282,9.962121488369004,10.48181097071812,0.466681755556782,20.44385726441493
DR - Direct Response,Title,youtube,524.14,False,False,True,Winter,youtube_DR - Direct Response,youtube_Title,0.0093364384730949,29424789.8052,6.263664893709055,10.935607056180771,0.0092931233288085,17.197348101661383
ATL - Above The Line,Brand,ott,1587.96,False,False,False,Spring,ott_ATL - Above The Line,ott_Brand,0.0148141071915346,170217275.2632,7.370834993155048,11.582390145137955,0.014705450096439,18.95258627461142
ATL - Above The Line,Title,paid social,4988.56,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.1990697288358521,125010120.9216,8.515103008505095,10.129042593869622,0.1815460301807915,18.643905267361045
ATL - Above The Line,Brand,paid social,116484.09,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.5136559874539697,26415623597.3868,11.665518560964772,12.331715908502234,0.4145279082283458,23.99722147502156
ATL - Above The Line,Brand,olv,9494.18,False,True,False,Winter,olv_ATL - Above The Line,olv_Brand,0.2261401532645715,398599950.3898,9.15853958041267,10.645058401542723,0.2038711484880784,19.80346884379063
ATL - Above The Line,Title,bvod,2281.55,False,False,False,Spring,bvod_ATL - Above The Line,bvod_Title,0.1843502472897512,28236850.663500004,7.733048518034233,9.423608925599613,0.1691943096842968,17.15613847937086
ATL - Above The Line,Title,digital audio,8333.84,False,False,True,Winter,digital audio_ATL - Above The Line,digital audio_Title,2.0474001646009654,33922479.028,9.028199598839878,8.311754480345472,1.1142888220666898,17.339588480248295
ATL - Above The Line,Brand,olv,15764.62,False,False,False,Winter,olv_ATL - Above The Line,olv_Brand,0.7000971677467032,354983929.6512,9.665586898830336,10.022104018570689,0.5306854069268035,19.687583080643897
ATL - Above The Line,Brand,paid social,1780.19,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Brand,0.2784740624403613,11380149.4054,7.485036959239109,8.76306215335453,0.2456672280504368,16.247381203218353
ATL - Above The Line,Launch,cinema,81119.78,False,True,False,Fall,cinema_ATL - Above The Line,cinema_Launch,3.459607944154816,1902070643.1104,11.3036944341634,10.062569482311408,1.4950608572700876,21.366208942393744
ATL - Above The Line,Brand,partnership,4810.56,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Brand,0.1685129708355869,137327633.58720002,8.478776634842367,10.25934636352895,0.1557319753507307,18.73788012206045
ATL - Above The Line,Brand,radio,7798.78,False,False,False,Spring,radio_ATL - Above The Line,radio_Brand,0.0921254988106273,660196908.2786,8.961850807151706,11.346337916916475,0.0881257963700242,20.30804869587983
ATL - Above The Line,Brand,bvod,10564.91,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,1.7383759004584152,64207817.9286,9.26538805980042,8.712506653403333,1.007365007602948,17.977635551409477
ATL - Above The Line,Title,tv,6797.15,False,True,False,Winter,tv_ATL - Above The Line,tv_Title,0.0991280800742372,466076293.2954999,8.824405795325953,11.1356157962096,0.0945172110096906,19.959859900353155
ATL - Above The Line,Title,ooh,14437.61,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,0.4746298901299761,439172894.1787,9.577661147425678,10.32284471762821,0.3884070363598256,19.900403732181204
ATL - Above The Line,Title,tv,1042.24,False,False,False,Summer,tv_ATL - Above The Line,tv_Title,0.0134707046037746,80639005.1264,6.950086533995576,11.256378427580245,0.0133807813158102,18.205493037389957
ATL - Above The Line,Title,tv,1159.26,False,False,False,Summer,tv_ATL - Above The Line,tv_Title,0.0648383627259115,20726676.1698,7.056399396916292,9.791450912179446,0.0628230155544936,16.846932180671576
ATL - Above The Line,Title,partnership,435.93,True,False,False,Summer,partnership_ATL - Above The Line,partnership_Title,0.0601613023425273,3158757.4986,6.079772999198551,8.888345628868134,0.0584210685682404,14.96568962817558
ATL - Above The Line,Brand,partnership,7020.54,False,False,True,Summer,partnership_ATL - Above The Line,partnership_Brand,0.8635531124267051,57075796.7082,8.856737846180444,9.003418288351833,0.6224849409674037,17.859890726773045
ATL - Above The Line,Brand,digital audio,12955.6,False,True,False,Summer,digital audio_ATL - Above The Line,digital audio_Brand,1.716896768328399,97762180.264,9.469360589808606,8.928897462074387,0.9994903349960031,18.398048365577267
ATL - Above The Line,Title,online display,7255.94,False,True,False,Summer,online display_ATL - Above The Line,online display_Title,0.1629835582012899,323030530.59239995,8.889713531364668,10.703704137770965,0.1509887360344351,19.593257401773588
ATL - Above The Line,Title,cinema,65236.98,False,False,False,Summer,cinema_ATL - Above The Line,cinema_Title,0.537945863681803,7911323140.1994,11.085797093655968,11.705787360046884,0.430447671297369,22.79156087922507
ATL - Above The Line,Title,cinema,3143.79,False,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.2009675726366674,49179155.7933,8.05350239425014,9.65785999473951,0.1831275424308066,17.710980449288137
ATL - Above The Line,Title,olv,10618.77,False,False,False,Summer,olv_ATL - Above The Line,olv_Title,0.2049319834560977,550222929.6339,9.270472637310938,10.855474910641826,0.1864231200848752,20.125834082492688
ATL - Above The Line,Brand,ctv,442.63,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Brand,0.0739989668264352,2647622.3291,6.094990881683647,8.696605520508058,0.0713890340996508,14.789172938602196
ATL - Above The Line,Title,cinema,1579.02,False,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.04779955319033,52161662.484,7.3651927841687455,10.405328938630614,0.0466923015654073,17.769858367021985
ATL - Above The Line,Title,ooh,11145.0,False,False,False,Spring,ooh_ATL - Above The Line,ooh_Title,0.20674797949995,600784710.45,9.318835968129482,10.89501951418495,0.1879291212251389,20.21374721110307
ATL - Above The Line,Brand,tv,14704.86,False,False,False,Fall,tv_ATL - Above The Line,tv_Brand,2.2794945845017693,94860022.5198,9.596001332787012,8.772134589837206,1.187689320432031,18.36791292635591
ATL - Above The Line,Brand,ooh,1868.08,False,False,False,Winter,ooh_ATL - Above The Line,ooh_Brand,0.0831359606376094,41976093.8544,7.533201610177822,10.019988878264268,0.0798605008942212,17.552610844075502
ATL - Above The Line,Title,bvod,2790.7,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Title,0.0493681663689693,157753610.531,7.93440600825238,10.94251489748518,0.0481882367321874,18.87654495313938
ATL - Above The Line,Title,bvod,1667.1,True,True,False,Winter,bvod_ATL - Above The Line,bvod_Title,0.0158427083533295,175425965.562,7.419440533160009,11.5638962973725,0.0157185225584063,18.98272766891786
ATL - Above The Line,Title,cinema,15842.43,True,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.4030364033093778,622729327.2867,9.670510182330968,10.579200893006892,0.3386387475473459,20.24962251731508
ATL - Above The Line,Title,partnership,8969.12,False,False,False,Fall,partnership_ATL - Above The Line,partnership_Title,0.1585370035510823,507421685.61600006,9.10165433288978,10.943327773183215,0.1471580052961042,20.04485294488618
ATL - Above The Line,Brand,tv,7840.03,False,True,False,Winter,tv_ATL - Above The Line,tv_Brand,0.4302082990375224,142875138.714,8.9671254822662,9.810538582879746,0.3578200973264978,18.77748165795453
ATL - Above The Line,Title,bvod,3474.23,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Title,0.7093305294105637,17016431.117,8.153415942858986,8.496765969101194,0.5361017905884792,16.64969003028589
ATL - Above The Line,Brand,bvod,3216.45,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.0682849956223892,151505473.614,8.076344399333994,10.760119995543734,0.0660545547736167,18.83613231832681
ATL - Above The Line,Brand,tv,964.29,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.037998506524596,24470835.5445,6.872428574327171,10.141639906165338,0.0372943459416946,17.01299262136904
ATL - Above The Line,Brand,tv,11211.4,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.3937799666540574,319202348.022,9.324775587709668,10.25668450526923,0.3320194567334915,19.581335782604327
ATL - Above The Line,Title,tv,6789.62,False,False,True,Winter,tv_ATL - Above The Line,tv_Title,0.0827319900106802,557208157.793,8.823297527135274,11.315311371115978,0.0794874674122003,20.13844944224837
ATL - Above The Line,Title,print,7718.62,False,False,True,Winter,print_ATL - Above The Line,print_Title,0.1303683750848517,456990391.0026,8.951520419009412,10.988798941793412,0.1225435752495237,19.940172924573137
ATL - Above The Line,Title,online display,1228.78,False,False,True,Fall,online display_ATL - Above The Line,online display_Title,0.006489000284268,232686118.3934,7.114590570580168,12.151429166588668,0.0064680373586742,19.26520097627163
ATL - Above The Line,Title,ooh,65.13,False,False,False,Spring,ooh_ATL - Above The Line,ooh_Title,0.0020246319338514,2095154.5953,4.191622501686571,10.378783714091911,0.0020225851288365,14.555138378413444
ATL - Above The Line,Title,tv,23009.69,False,False,False,Winter,tv_ATL - Above The Line,tv_Title,1.669482308400562,317131742.7157,10.043714169542,9.53122968012208,0.9818845616278687,19.574827840823406
ATL - Above The Line,Title,tv,1338.06,False,False,True,Summer,tv_ATL - Above The Line,tv_Title,0.0586316049616414,30536509.5288,7.199723154246627,10.035501294110666,0.0569771354293383,17.23443359218282
ATL - Above The Line,Brand,partnership,669.11,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Brand,0.0159963221679509,27988195.4989,6.507441878013575,10.64136882537334,0.0158697292363041,17.147293425650062
ATL - Above The Line,Title,ctv,11103.66,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.1453945926325738,847976965.0524,9.31512011902056,11.243347061061318,0.1357492000240751,20.558364030713207
ATL - Above The Line,Title,tv,1565.08,False,False,False,Winter,tv_ATL - Above The Line,tv_Title,0.2472581812207136,9906549.4792,7.356330960814252,8.753172411939016,0.2209476871447637,16.108706760866987
ATL - Above The Line,Launch,cinema,21514.75,False,False,False,Summer,cinema_ATL - Above The Line,cinema_Launch,0.773749605748147,598235480.9925001,9.976540504065545,10.233036952956729,0.5730957272218423,20.209495016999043
ATL - Above The Line,Brand,print,9672.04,False,True,False,Winter,print_ATL - Above The Line,print_Brand,0.0698223565467645,1339805219.8216002,9.177097913395748,11.838802773029805,0.0674926127717388,21.015790082747973
ATL - Above The Line,Launch,paid social,10906.82,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Launch,0.5034018377908847,236309670.6886,9.29723524217916,9.983556259871673,0.4077304321835817,19.28065367102161
ATL - Above The Line,Brand,display,269.81,False,False,False,Winter,display_ATL - Above The Line,display_Brand,0.0038467850096144,18924227.8729,5.601417467978173,11.158249806841336,0.0038394050521778,16.75595360997942
DR - Direct Response,Title,paid social,28307.2,False,False,True,Fall,paid social_DR - Direct Response,paid social_Title,0.6261536933560756,1279713879.104,10.250906794311314,10.719053009406863,0.4862175290178722,20.96990235872237
ATL - Above The Line,Title,display,5089.06,False,False,False,Winter,display_ATL - Above The Line,display_Title,0.0707707074192108,365949877.11780006,8.535044897294346,11.18317242391023,0.0683786764990834,19.71800693695448
DR - Direct Response,Title,ott,1630.65,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.1332510175747685,19954965.229500003,7.397347051739736,9.41233627986542,0.1250905087645323,16.80898860413079
DR - Direct Response,Title,app,4113.81,False,False,True,Winter,app_DR - Direct Response,app_Title,0.334699639168338,50563044.4005,8.322347939505697,9.416707990928405,0.288706277151291,17.738731539384883
DR - Direct Response,Brand,display,128.66,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.0045729485886272,3619851.6732,4.864915639746849,10.244805884986665,0.0045625244265871,15.101943884962717
ATL - Above The Line,Brand,paid social,6640.3,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,1.1199469735812395,39371135.536,8.801063006439993,8.687799727874713,0.7513910759094249,17.48854353057538
DR - Direct Response,Brand,ott,495.34,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.0235496144555286,10418927.0726,6.207261175759138,9.953937766631345,0.023276600230619,16.159134716886474
DR - Direct Response,Brand,display,276.35,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0077784113970404,9818113.057,5.625280246501244,10.47809947709289,0.0077483155197752,16.099739610664454
ATL - Above The Line,Title,paid social,203.44,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.0012320914024802,33591528.6128,5.320274533900079,12.01441940368227,0.0012313330007511,17.32978449829504
DR - Direct Response,Title,paid social,23664.06,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.5731267589260197,977074838.964,10.07175497772695,10.628385306408896,0.4530652050163261,20.700073808878816
ATL - Above The Line,Title,paid social,1019.89,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Title,0.0197601670727948,52640021.1227,6.92843007484832,10.851556563537349,0.0195674693279225,17.778987265245306
ATL - Above The Line,Title,paid social,50599.56,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.5708094102697854,4485412164.076799,10.831717922407991,11.392409347846934,0.4515910344535727,22.224096226802605
DR - Direct Response,Title,paid social,1207.31,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.1152393824678758,12648431.5074,7.096977968089391,9.256989197496544,0.1090690746651829,16.353043853001523
ATL - Above The Line,Title,paid social,145.69,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.0062362248944755,3403593.7541,4.988321516499672,10.058904145043424,0.0062168601110706,15.04034271167653
ATL - Above The Line,Title,paid social,423.24,True,False,True,Fall,paid social_ATL - Above The Line,paid social_Title,0.0013479528658553,132891959.4576,6.0502993328288746,12.657110811959738,0.0013470451929663,18.705047028682884
DR - Direct Response,Title,display,29553.37,False,False,False,Fall,display_DR - Direct Response,display_Title,1.1605267208786167,752590752.6675999,10.293986896841124,10.145118356616706,0.7703520442275631,20.43903215019589
DR - Direct Response,Brand,app,2396.79,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.0283728233906304,202468475.7315,7.782302758775241,11.344220973680432,0.0279777699525165,19.126094761931235
ATL - Above The Line,Title,paid social,1180.41,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.016286115541864,85555562.0073,7.074463919370915,11.191073253052156,0.0161549192969964,18.264676582574094
ATL - Above The Line,Title,youtube,4239.17,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.6772064238576694,26536313.9743,8.35235864176187,8.742061654214902,0.5171295664154527,17.09402472923635
ATL - Above The Line,Title,paid social,7855.85,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.2087052139309139,295701185.7065,8.969141041737377,10.53587280497856,0.1895497155423033,19.50485999802568
DR - Direct Response,Brand,ott,23866.12,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.7472097962700436,762291509.9584,10.080257058513643,10.371655748404088,0.5580201133922702,20.45183960080624
DR - Direct Response,Brand,paid social,43384.56,False,True,False,Winter,paid social_DR - Direct Response,paid social_Brand,1.13029074441805,1665252994.1424,10.677881945831276,10.555410053342335,0.7562584701328777,21.23324289787021
DR - Direct Response,Title,youtube,1658.87,False,False,True,Winter,youtube_DR - Direct Response,youtube_Title,0.1281982522249047,21465578.7356,7.414494565030933,9.468146571924956,0.120621893151208,16.881961267689775
DR - Direct Response,Title,display,289.96,False,False,False,Spring,display_DR - Direct Response,display_Title,0.0322436802008724,2607543.5892,5.673185800678733,9.10428739439971,0.0317347634120852,14.773919566075188
DR - Direct Response,Title,youtube,1505.64,False,False,True,Fall,youtube_DR - Direct Response,youtube_Title,0.0880341415583663,25750825.4124,7.317637284886492,9.747062371323947,0.0843725280501982,17.063977278244465
DR - Direct Response,Title,paid social,5080.16,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.2032634763841686,126968337.2768,8.533294860962137,10.126390274853362,0.1850374291252051,18.659448308434143
DR - Direct Response,Title,youtube,557.62,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.0061623919920952,50457689.9358,6.325469456665338,11.412979044391534,0.006143482101571,17.736645739840814
DR - Direct Response,Title,youtube,564.31,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.0033074340574803,96281821.6677,6.337374253247055,12.047192206338204,0.0033019765277603,18.382790101606687
DR - Direct Response,Title,paid social,5906.63,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.0527926203323935,660855205.4669,8.684000014743608,11.62522353008493,0.0514462720016525,20.309045321576797
ATL - Above The Line,Brand,display,2908.71,False,False,False,Spring,display_ATL - Above The Line,display_Brand,0.0445237723859881,190024191.8127,7.975808698842125,11.08721229137302,0.0435610613399668,19.062661952612068
DR - Direct Response,Title,ott,3369.38,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.3346706066400139,33922075.495000005,8.122780776633434,9.217191846925283,0.2886845248084896,17.339576584437616
DR - Direct Response,Brand,paid social,807.69,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0441509997097378,14775727.398900002,6.695415654500406,9.81437269204819,0.043204114739004,16.508496419459195
ATL - Above The Line,Brand,youtube,2095.2,False,False,True,Summer,youtube_ATL - Above The Line,youtube_Brand,0.0615695474056422,71299257.91199999,7.647881460736077,10.435021569738858,0.0597485180607844,18.082396491389414
DR - Direct Response,Title,display,598.86,False,True,False,Winter,display_DR - Direct Response,display_Title,0.0409632933705349,8754991.8498,6.396696294656356,9.59017514463596,0.0401465280798681,15.985134707002729
DR - Direct Response,Brand,paid social,15837.14,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.3219826817665322,778970477.5533999,9.670176234231226,10.803390942382286,0.2791326413183724,20.47348370652309
DR - Direct Response,Brand,pmax,20577.09,False,False,True,Fall,pmax_DR - Direct Response,pmax_Brand,0.3623494553511949,1168531169.6073,9.931982196529068,10.947097395711053,0.3092107499652667,20.879013387331767
DR - Direct Response,Brand,app,113.39,False,False,True,Summer,app_DR - Direct Response,app_Brand,0.002401889822757,5352989.957400001,4.739613662537582,10.762353811650389,0.0023990098959861,15.493166020115732
DR - Direct Response,Brand,display,593.18,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0076953274088211,45724176.9852,6.387182303761266,11.25265283151667,0.0076658694063215,17.638137774719304
ATL - Above The Line,Title,youtube,213.15,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.0191559173945435,2371743.4965000004,5.36667670406138,9.31722961852926,0.0189747527364506,14.679136316813937
